A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles -  fabrication d'articles en vannerie et sparterie;C16Z;Travail du bois et fabrication d'articles en bois et en liège, à l’exception des meubles- fabrication d’articles en vannerie et sparterie;1624Z;Fabrication d'emballages en bois
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;16;Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles -  fabrication d'articles en vannerie et sparterie;C16Z;Travail du bois et fabrication d'articles en bois et en liège, à l’exception des meubles- fabrication d’articles en vannerie et sparterie;1629Z;Fabrication d'objets divers en bois - fabrication d'objets en liège, vannerie et sparterie
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17A;Fabrication de pâte à papier, de papier et de carton;1711Z;Fabrication de pâte à papier
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17A;Fabrication de pâte à papier, de papier et de carton;1712Z;Fabrication de papier et de carton
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1721A;Fabrication de carton ondulé
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1721B;Fabrication de cartonnages
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1721C;Fabrication d'emballages en papier
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1723Z;Fabrication d'articles de papeterie
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1724Z;Fabrication de papiers peints
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;17;Industrie du papier et du carton;C17B;Fabrication d'articles en papier ou en carton;1729Z;Fabrication d'autres articles en papier ou en carton
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;18;Imprimerie et reproduction d'enregistrements;C18Z;Imprimerie et reproduction d'enregistrements;1811Z;Imprimerie de journaux
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;18;Imprimerie et reproduction d'enregistrements;C18Z;Imprimerie et reproduction d'enregistrements;1812Z;Autre imprimerie (labeur)
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;18;Imprimerie et reproduction d'enregistrements;C18Z;Imprimerie et reproduction d'enregistrements;1813Z;Activités de pré-presse
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;18;Imprimerie et reproduction d'enregistrements;C18Z;Imprimerie et reproduction d'enregistrements;1814Z;Reliure et activités connexes
C5;Fabrication d'autres produits industriels;CC;Travail du bois, industries du papier et imprimerie ;18;Imprimerie et reproduction d'enregistrements;C18Z;Imprimerie et reproduction d'enregistrements;1820Z;Reproduction d'enregistrements
C2;Cokéfaction et raffinage;CD;Cokéfaction et raffinage;19;Cokéfaction et raffinage;C19Z;Cokéfaction et raffinage;1910Z;Cokéfaction
C2;Cokéfaction et raffinage;CD;Cokéfaction et raffinage;19;Cokéfaction et raffinage;C19Z;Cokéfaction et raffinage;1920Z;Raffinage du pétrole
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2011Z;Fabrication de gaz industriels
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2012Z;Fabrication de colorants et de pigments
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2013A;Enrichissement et retraitement de matières nucléaires
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2014Z;Fabrication d'autres produits chimiques organiques de base
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2015Z;Fabrication de produits azotés et d'engrais
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2016Z;Fabrication de matières plastiques de base
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20A;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;2017Z;Fabrication de caoutchouc synthétique
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2020Z;Fabrication de pesticides et d'autres produits agrochimiques
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2030Z;Fabrication de peintures, vernis, encres et mastics
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20B;Fabrication de savons, de produits d'entretien et de parfums;2041Z;Fabrication de savons, détergents et produits d'entretien
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20B;Fabrication de savons, de produits d'entretien et de parfums;2042Z;Fabrication de parfums et de produits pour la toilette
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2051Z;Fabrication de produits explosifs
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2052Z;Fabrication de colles
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2053Z;Fabrication d'huiles essentielles
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2059Z;Fabrication d'autres produits chimiques n.c.a.
C5;Fabrication d'autres produits industriels;CE;Industrie chimique;20;Industrie chimique;C20C;Fabrication d'autres produits chimiques et de fibres artificielles ou synthétiques ;2060Z;Fabrication de fibres artificielles ou synthétiques
C5;Fabrication d'autres produits industriels;CF;Industrie pharmaceutique;21;Industrie pharmaceutique;C21Z;Industrie pharmaceutique;2110Z;Fabrication de produits pharmaceutiques de base
C5;Fabrication d'autres produits industriels;CF;Industrie pharmaceutique;21;Industrie pharmaceutique;C21Z;Industrie pharmaceutique;2120Z;Fabrication de préparations pharmaceutiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22A;Fabrication de produits en caoutchouc ;2211Z;Fabrication et rechapage de pneumatiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22A;Fabrication de produits en caoutchouc ;2219Z;Fabrication d'autres articles en caoutchouc
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22B;Fabrication de produits en plastique;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22B;Fabrication de produits en plastique;2222Z;Fabrication d'emballages en matières plastiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22B;Fabrication de produits en plastique;2223Z;Fabrication d'éléments en matières plastiques pour la construction
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22B;Fabrication de produits en plastique;2229A;Fabrication de pièces techniques à base de matières plastiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;22;Fabrication de produits en caoutchouc et en plastique;C22B;Fabrication de produits en plastique;2229B;Fabrication de produits de consommation courante en matières plastiques
